baUUID,batteryLevel,batteryStatus,deviceDiscoveryId,deviceDisplayName,deviceModel,id,identifier,location|altitude,location|floorLevel,location|horizontalAccuracy,location|isInaccurate,location|isOld,location|latitude,location|locationFinished,location|longitude,location|positionType,location|timeStamp,location|verticalAccuracy,modelDisplayName,name,prsId,serialNumber
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.67843406834377,False,False,41.38169676098476,True,2.1351764719511803,crowdsourced,1690451008000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.40605785740517,False,False,41.38169709638104,True,2.1351774446867315,crowdsourced,1690451008000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,27.885580202485443,False,False,41.38164852931329,True,2.135144285163024,crowdsourced,1690451850000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.401623298710952,False,False,41.38169205387259,True,2.1351733881751684,crowdsourced,1690451850000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,31.33563210835672,False,False,41.38167803807028,True,2.135132224156135,crowdsourced,1690451977000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.74218225589798,False,False,41.38169124949147,True,2.1351710257286864,crowdsourced,1690451977000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,23.72209284697095,False,False,41.38167056066643,True,2.135122237502409,crowdsourced,1690452562000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.334709314550285,False,False,41.38168678689122,True,2.1351644654028648,crowdsourced,1690452562000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.97091240828039,False,False,41.38168796711568,True,2.135164262199793,crowdsourced,1690452562000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,23.016709906274336,False,False,41.38168810208103,True,2.1351019465714134,crowdsourced,1690452814000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,25.659876269951923,False,False,41.381687981327225,True,2.1351577012371106,crowdsourced,1690452814000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,17.962912520016136,False,False,41.381658938566375,True,2.135091471885275,crowdsourced,1690453564000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,24.654623733110704,False,False,41.38168089190651,True,2.135142496912569,crowdsourced,1690453564000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,24.78195706117451,False,False,41.38167897365524,True,2.1351378274822483,crowdsourced,1690453564000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,17.835806718224518,False,False,41.381664717617966,True,2.135100087510248,crowdsourced,1690454276000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,16.713872074415264,False,False,41.38166752896529,True,2.135119001518832,crowdsourced,1690454736000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,21.91302543885469,False,False,41.38167313895654,True,2.135123534358782,crowdsourced,1690454736000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,21.47380702048149,False,False,41.38167103896152,True,2.13511962533083,crowdsourced,1690454736000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,24.480104965164088,False,False,41.381827300000005,True,2.136449,crowdsourced,1690455058000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,19.7325033965037,False,False,41.3822685,True,2.1368795,crowdsourced,1690455079000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,24.498521187343773,False,False,41.38226041485335,True,2.136813308177367,crowdsourced,1690455221000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,21.60785466321002,False,False,41.38226531862951,True,2.136853454581541,crowdsourced,1690455221000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,26.00779983585396,False,False,41.3822111473182,True,2.136700430522417,crowdsourced,1690455303000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,23.13840605490143,False,False,41.382155449370885,True,2.136731373634968,crowdsourced,1690455303000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,28.955387104258257,False,False,41.38183972957877,True,2.1355437186421447,crowdsourced,1690455341000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,33.78709260516688,False,False,41.38191829811279,True,2.135929116347024,crowdsourced,1690456298000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,31.001350922045468,False,False,41.38187299922648,True,2.135706913442057,crowdsourced,1690456298000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,31.001350922045468,False,False,41.38187299922648,True,2.135706913442057,crowdsourced,1690456298000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,44.45388585644725,False,False,41.3811664,True,2.136861900000001,crowdsourced,1690456384000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,35.85757164101445,False,False,41.38192563870274,True,2.1360330965082825,crowdsourced,1690456879000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,32.328229427528385,False,False,41.38188738214679,True,2.1357960372835847,crowdsourced,1690456879000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,36.09999699904198,False,False,41.3819020731064,True,2.1360292691611584,crowdsourced,1690457172000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,33.12910787021922,False,False,41.38189050159191,True,2.1358455605763758,crowdsourced,1690457172000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,36.560160353411504,False,False,41.381903304494,True,2.136029898848053,crowdsourced,1690457779000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,33.717587499231655,False,False,41.38189269751258,True,2.1358771774929446,crowdsourced,1690457779000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,37.98625418194836,False,False,41.38193763022971,True,2.136059981844754,crowdsourced,1690459810000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,34.302810457829835,False,False,41.38189885768694,True,2.135902239473188,crowdsourced,1690459810000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,37.54330417890695,False,False,41.38196054337149,True,2.1360900670133263,crowdsourced,1690461654000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,28.2088348184362,False,False,41.382046264844135,True,2.136377937986567,crowdsourced,1690461654000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,28.750956150995616,False,False,41.38207810021477,True,2.136367606215979,crowdsourced,1690461654000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,36.96188842421047,False,False,41.381961141245256,True,2.136100493639419,crowdsourced,1690462890000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,31.776757730982936,False,False,41.38201849980396,True,2.1362109645375247,crowdsourced,1690462890000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,37.18510185099949,False,False,41.38195712466442,True,2.136104649449125,crowdsourced,1690464394000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,32.154148480069495,False,False,41.38201421708969,True,2.13620354593304,crowdsourced,1690464394000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,33.6206452833399,False,False,41.38196705556369,True,2.136086741609996,crowdsourced,1690464394000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,37.43062499641336,False,False,41.38196500193038,True,2.136116257132876,crowdsourced,1690466145000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,33.9095786278274,False,False,41.381966899824775,True,2.1360889799471083,crowdsourced,1690466145000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,35.38209670006331,False,False,41.38192138327659,True,2.1359750349672018,crowdsourced,1690466145000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,37.4830753263258,False,False,41.38196892875105,True,2.1361276465049843,crowdsourced,1690467340000,-1,,Numero_cinco,,HGRKKETWP0GV
,,1,,,,,AEE93BCB-DA5D-416D-AD94-91D9887E9DF2,-1,-1,35.55507062910393,False,False,41.38192529771128,True,2.135987599492768,crowdsourced,1690467340000,-1,,Numero_cinco,,HGRKKETWP0GV
